FeatureCode,FeatureName,FeatureType,DateCode,Measurement,Units,Value,Confidence in Policing,Type Of Tenure,Household Type,Gender,Limiting Long-term Physical or Mental Health Condition,Policing Role
S12000036,City of Edinburgh,Council Area,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,64.93,Very or fairly confident,All,All,Female,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,22.17,Not very or not at all confident,All,Adults,All,All,Solve crimes
S12000036,City of Edinburgh,Council Area,2017,Percent,Percent Of Adults,67.37,Very or fairly confident,All,With Children,All,All,Solve crimes
S12000036,City of Edinburgh,Council Area,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,72.88,Very or fairly confident,All,All,Female,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,25.06,Not very or not at all confident,All,Adults,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,56.96,Very or fairly confident,All,With Children,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2013,Percent,Percent Of Adults,16.43,Not very or not at all confident,All,All,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,62.23,Very or fairly confident,All,Adults,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,45.04,Very or fairly confident,All,With Children,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2013,Percent,Percent Of Adults,51,Very or fairly confident,All,With Children,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,32.43,Not very or not at all confident,All,Adults,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,29.6,Not very or not at all confident,All,With Children,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,66.64,Very or fairly confident,All,All,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,71.95,Very or fairly confident,All,All,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,14.09,Not very or not at all confident,All,All,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2013,Percent,Percent Of Adults,28.75,Not very or not at all confident,All,Adults,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,54.16,Very or fairly confident,All,Adults,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2013,Percent,Percent Of Adults,58.19,Very or fairly confident,All,Adults,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,51.12,Very or fairly confident,All,Pensioners,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,35.4,Not very or not at all confident,All,Pensioners,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2012,Percent,Percent Of Adults,60.58,Very or fairly confident,All,All,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,57.56,Very or fairly confident,All,All,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,25.63,Not very or not at all confident,All,Pensioners,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2013,Percent,Percent Of Adults,30.52,Not very or not at all confident,All,Pensioners,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,61.85,Very or fairly confident,All,Pensioners,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,29.24,Not very or not at all confident,All,All,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,41.11,Not very or not at all confident,All,With Children,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,23.68,Not very or not at all confident,All,All,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2013,Percent,Percent Of Adults,35.35,Not very or not at all confident,All,With Children,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2013,Percent,Percent Of Adults,56.49,Very or fairly confident,All,Pensioners,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,63.6,Very or fairly confident,All,All,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2012,Percent,Percent Of Adults,26.46,Not very or not at all confident,All,All,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2014,Percent,Percent Of Adults,18.66,Not very or not at all confident,All,All,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,21.06,Not very or not at all confident,All,All,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2017,Percent,Percent Of Adults,57.92,Very or fairly confident,All,All,Male,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,68.25,Very or fairly confident,All,All,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,73.73,Very or fairly confident,All,All,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2014,Percent,Percent Of Adults,70.99,Very or fairly confident,All,All,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,56.87,Very or fairly confident,All,All,All,Limiting condition,Prevent crime
S12000036,City of Edinburgh,Council Area,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,53.61,Very or fairly confident,All,All,Female,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,38.79,Not very or not at all confident,All,All,Male,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2017,Percent,Percent Of Adults,33.59,Not very or not at all confident,All,All,Female,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,53.36,Very or fairly confident,All,All,Male,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2017,Percent,Percent Of Adults,34.49,Not very or not at all confident,All,All,Male,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,62.47,Very or fairly confident,All,All,Male,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,30.19,Not very or not at all confident,All,All,Male,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,18.77,Not very or not at all confident,All,All,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2016,Percent,Percent Of Adults,74.16,Very or fairly confident,All,Adults,All,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,78.07,Very or fairly confident,All,Adults,All,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2016,Percent,Percent Of Adults,42.97,Not very or not at all confident,All,All,All,Limiting condition,Prevent crime
S12000036,City of Edinburgh,Council Area,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,42.85,Very or fairly confident,All,All,All,Limiting condition,Prevent crime
S12000036,City of Edinburgh,Council Area,2013,Percent,Percent Of Adults,69.29,Very or fairly confident,All,All,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2016,Percent,Percent Of Adults,49.86,Very or fairly confident,All,All,All,Limiting condition,Prevent crime
S12000036,City of Edinburgh,Council Area,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,16.26,Not very or not at all confident,All,All,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,26.1,Not very or not at all confident,All,All,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2014,Percent,Percent Of Adults,28.95,Not very or not at all confident,All,All,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,31.8,Not very or not at all confident,All,All,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,70.24,Very or fairly confident,All,Adults,All,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,36.05,Not very or not at all confident,All,All,All,Limiting condition,Prevent crime
S12000036,City of Edinburgh,Council Area,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,49.9,Not very or not at all confident,All,All,All,Limiting condition,Prevent crime
S12000036,City of Edinburgh,Council Area,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,49.45,Very or fairly confident,All,All,All,Limiting condition,Prevent crime
S12000036,City of Edinburgh,Council Area,2013,Percent,Percent Of Adults,34.84,Not very or not at all confident,All,All,All,Limiting condition,Prevent crime
S12000036,City of Edinburgh,Council Area,2013,Percent,Percent Of Adults,67.61,Very or fairly confident,All,All,All,All,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,19.52,Not very or not at all confident,All,Pensioners,All,All,Solve crimes
S12000036,City of Edinburgh,Council Area,2017,Percent,Percent Of Adults,65.53,Very or fairly confident,Owned Outright,All,All,All,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,22.52,Not very or not at all confident,All,All,All,No limiting condition,Solve crimes
S12000036,City of Edinburgh,Council Area,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,60.6,Very or fairly confident,Owned Outright,All,All,All,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2014,Percent,Percent Of Adults,19.75,Not very or not at all confident,All,All,All,No limiting condition,Solve crimes
S12000036,City of Edinburgh,Council Area,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,61.23,Very or fairly confident,All,All,All,Limiting condition,Prevent crime
S12000036,City of Edinburgh,Council Area,2013,Percent,Percent Of Adults,16.52,Not very or not at all confident,All,All,All,All,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,67.24,Very or fairly confident,All,All,All,No limiting condition,Solve crimes
S12000036,City of Edinburgh,Council Area,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,35.2,Not very or not at all confident,All,All,All,Limiting condition,Solve crimes
S12000036,City of Edinburgh,Council Area,2013,Percent,Percent Of Adults,55.34,Very or fairly confident,All,All,All,Limiting condition,Prevent crime
S12000036,City of Edinburgh,Council Area,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,60.38,Very or fairly confident,All,All,All,No limiting condition,Solve crimes
S12000036,City of Edinburgh,Council Area,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,58.01,Very or fairly confident,All,Pensioners,All,All,Prevent crime
S12000036,City of Edinburgh,Council Area,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,20.48,Not very or not at all confident,All,All,Male,All,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,68.39,Very or fairly confident,All,Pensioners,All,All,Prevent crime
